+====================+===================+====================================================================+
| Launch Setup Clock | Launch Hold Clock | Pin                                                                |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3008_3071_33_35/RAMD/WADR2 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_448_511_9_11/RAMB/WADR4    |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_448_511_9_11/RAMC/WADR4    |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_448_511_9_11/RAMA/WADR4    |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_448_511_9_11/RAMD/WADR4    |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2816_2879_18_20/RAMB/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2816_2879_18_20/RAMA/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2816_2879_18_20/RAMD/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2816_2879_18_20/RAMC/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/shifted_input_to_send_out_reg[46]/D                  |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2304_2367_30_32/RAMC/WADR2 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2304_2367_30_32/RAMD/WADR2 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2304_2367_30_32/RAMB/WADR2 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2304_2367_30_32/RAMA/WADR2 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_896_959_27_29/RAMB/WADR2   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_896_959_27_29/RAMA/WADR2   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_896_959_27_29/RAMD/WADR2   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_896_959_27_29/RAMC/WADR2   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_0_63_15_17/RAMA/WADR3      |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_0_63_15_17/RAMB/WADR3      |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_0_63_15_17/RAMC/WADR3      |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_0_63_15_17/RAMD/WADR3      |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_832_895_9_11/RAMD/WADR4    |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_832_895_9_11/RAMA/WADR4    |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_832_895_9_11/RAMC/WADR4    |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_832_895_9_11/RAMB/WADR4    |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2944_3007_12_14/RAMC/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2944_3007_12_14/RAMA/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2944_3007_12_14/RAMB/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2944_3007_12_14/RAMD/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1152_1215_42_44/RAMA/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1152_1215_42_44/RAMD/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1152_1215_42_44/RAMC/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1152_1215_42_44/RAMB/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/shifted_input_to_send_out_reg[7]/D                   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_768_831_9_11/RAMB/WADR4    |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_768_831_9_11/RAMD/WADR4    |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_768_831_9_11/RAMC/WADR4    |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_768_831_9_11/RAMA/WADR4    |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1664_1727_42_44/RAMD/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1664_1727_42_44/RAMC/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1664_1727_42_44/RAMB/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1664_1727_42_44/RAMA/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3776_3839_3_5/RAMD/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3776_3839_3_5/RAMA/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3776_3839_3_5/RAMC/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3776_3839_3_5/RAMB/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3648_3711_60_62/RAMA/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3648_3711_60_62/RAMD/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3648_3711_60_62/RAMC/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3648_3711_60_62/RAMB/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/shifted_input_to_send_out_reg[37]/D                  |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_0_63_30_32/RAMA/WADR4      |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_0_63_30_32/RAMD/WADR4      |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_0_63_30_32/RAMC/WADR4      |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_0_63_30_32/RAMB/WADR4      |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1792_1855_63_63/SP/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1792_1855_63_63/DP/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_960_1023_33_35/RAMA/WADR0  |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_960_1023_33_35/RAMD/WADR0  |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_960_1023_33_35/RAMC/WADR0  |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_960_1023_33_35/RAMB/WADR0  |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_512_575_15_17/RAMD/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_512_575_15_17/RAMC/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_512_575_15_17/RAMB/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_512_575_15_17/RAMA/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2560_2623_39_41/RAMA/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2560_2623_39_41/RAMB/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2560_2623_39_41/RAMC/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2560_2623_39_41/RAMD/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2752_2815_30_32/RAMC/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2752_2815_30_32/RAMA/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2752_2815_30_32/RAMB/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2752_2815_30_32/RAMD/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3456_3519_24_26/RAMB/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3456_3519_24_26/RAMC/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3456_3519_24_26/RAMD/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3456_3519_24_26/RAMA/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/shifted_input_to_send_out_reg[51]/D                  |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1024_1087_6_8/RAMA/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1024_1087_6_8/RAMB/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1024_1087_6_8/RAMC/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1024_1087_6_8/RAMD/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2944_3007_21_23/RAMA/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2944_3007_21_23/RAMD/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2944_3007_21_23/RAMC/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2944_3007_21_23/RAMB/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1088_1151_18_20/RAMC/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1088_1151_18_20/RAMB/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1088_1151_18_20/RAMA/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1088_1151_18_20/RAMD/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3456_3519_24_26/RAMC/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3456_3519_24_26/RAMD/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3456_3519_24_26/RAMB/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3456_3519_24_26/RAMA/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2688_2751_42_44/RAMC/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2688_2751_42_44/RAMD/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2688_2751_42_44/RAMB/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2688_2751_42_44/RAMA/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2112_2175_30_32/RAMA/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2112_2175_30_32/RAMB/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2112_2175_30_32/RAMC/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2112_2175_30_32/RAMD/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_320_383_9_11/RAMA/WADR4    |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_320_383_9_11/RAMB/WADR4    |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_320_383_9_11/RAMC/WADR4    |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_320_383_9_11/RAMD/WADR4    |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3328_3391_42_44/RAMA/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3328_3391_42_44/RAMB/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3328_3391_42_44/RAMC/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3328_3391_42_44/RAMD/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3392_3455_3_5/RAMA/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3392_3455_3_5/RAMB/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3392_3455_3_5/RAMC/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3392_3455_3_5/RAMD/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3008_3071_18_20/RAMA/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3008_3071_18_20/RAMB/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3008_3071_18_20/RAMD/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3008_3071_18_20/RAMC/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/shifted_input_to_send_out_reg[15]/D                  |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2368_2431_21_23/RAMA/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2368_2431_21_23/RAMB/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2368_2431_21_23/RAMC/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2368_2431_21_23/RAMD/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2048_2111_33_35/RAMA/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2048_2111_33_35/RAMB/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2048_2111_33_35/RAMD/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2048_2111_33_35/RAMC/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/shifted_input_to_send_out_reg[36]/D                  |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_256_319_12_14/RAMD/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_256_319_12_14/RAMB/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_256_319_12_14/RAMC/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_256_319_12_14/RAMA/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_4032_4095_9_11/RAMA/WADR4  |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_4032_4095_9_11/RAMB/WADR4  |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_4032_4095_9_11/RAMD/WADR4  |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_4032_4095_9_11/RAMC/WADR4  |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2496_2559_42_44/RAMC/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2496_2559_42_44/RAMA/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2496_2559_42_44/RAMB/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2496_2559_42_44/RAMD/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2048_2111_0_2/RAMA/WADR4   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2048_2111_0_2/RAMD/WADR4   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2048_2111_0_2/RAMC/WADR4   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2048_2111_0_2/RAMB/WADR4   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/shifted_input_to_send_out_reg[52]/D                  |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_576_639_48_50/RAMD/WADR5   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_576_639_48_50/RAMA/WADR5   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_576_639_48_50/RAMB/WADR5   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_576_639_48_50/RAMC/WADR5   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_576_639_36_38/RAMB/WADR2   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_576_639_36_38/RAMA/WADR2   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_576_639_36_38/RAMC/WADR2   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_576_639_36_38/RAMD/WADR2   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_192_255_18_20/RAMC/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_192_255_18_20/RAMD/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_192_255_18_20/RAMB/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_192_255_18_20/RAMA/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/shifted_input_to_send_out_reg[41]/D                  |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3456_3519_42_44/RAMA/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3456_3519_42_44/RAMB/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3456_3519_42_44/RAMC/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3456_3519_42_44/RAMD/WADR3 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_64_127_9_11/RAMC/WADR4     |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_64_127_9_11/RAMA/WADR4     |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_64_127_9_11/RAMB/WADR4     |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_64_127_9_11/RAMD/WADR4     |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3584_3647_0_2/RAMC/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3584_3647_0_2/RAMB/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3584_3647_0_2/RAMA/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3584_3647_0_2/RAMD/WADR3   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3776_3839_0_2/RAMD/WADR0   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3776_3839_0_2/RAMC/WADR0   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3776_3839_0_2/RAMB/WADR0   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3776_3839_0_2/RAMA/WADR0   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/shifted_input_to_send_out_reg[18]/D                  |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_384_447_36_38/RAMA/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_384_447_36_38/RAMD/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_384_447_36_38/RAMC/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_384_447_36_38/RAMB/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_320_383_36_38/RAMA/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_320_383_36_38/RAMC/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_320_383_36_38/RAMB/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_320_383_36_38/RAMD/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_384_447_18_20/RAMB/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_384_447_18_20/RAMC/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_384_447_18_20/RAMD/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_384_447_18_20/RAMA/WADR1   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3328_3391_18_20/RAMA/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3328_3391_18_20/RAMB/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3328_3391_18_20/RAMC/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_3328_3391_18_20/RAMD/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2304_2367_0_2/RAMB/WADR5   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2304_2367_0_2/RAMC/WADR5   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2304_2367_0_2/RAMA/WADR5   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2304_2367_0_2/RAMD/WADR5   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1600_1663_6_8/RAMD/WADR5   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1600_1663_6_8/RAMC/WADR5   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1600_1663_6_8/RAMB/WADR5   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1600_1663_6_8/RAMA/WADR5   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/shifted_input_to_send_out_reg[6]/D                   |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2240_2303_39_41/RAMA/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2240_2303_39_41/RAMD/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2240_2303_39_41/RAMC/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2240_2303_39_41/RAMB/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2624_2687_24_26/RAMD/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2624_2687_24_26/RAMB/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2624_2687_24_26/RAMC/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_2624_2687_24_26/RAMA/WADR1 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1792_1855_30_32/RAMA/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1792_1855_30_32/RAMB/WADR0 |
| clk_capture_inst   | clk_capture_inst  | uart_out_inst/input_debug_fifo/fifo_reg_1792_1855_30_32/RAMD/WADR0 |
